ResinType,ResinPercentage,ResinSupplier,PigmentType,PigmentPercentage,PigmentSupplier,SolventType,SolventPercentage,SolventSupplier,Gloss,Viscosity,HidingPower,IsSuccess,Dispersant_Percentage,Dispersant_Supplier,Thickener_Percentage,Thickener_Supplier,Defoamer_Percentage,Defoamer_Supplier,TotalSolidsContent,SimulatedPVC,SolventToResinRatio,Resin_Pigment_Combo,Resin_Solvent_Combo,Pigment_Solvent_Combo
Alkyd,49.25,SupplierD_Resin,Titanium Dioxide,26.65,SupplierH_Pigment,Water,18.59,SupplierM_Solvent,16.75,634.25,68.83,1,0.0,None,0.83,SupplierT_Add,4.68,SupplierW_Add,81.41,0.3274,0.38,Alkyd_Titanium Dioxide,Alkyd_Water,Titanium Dioxide_Water
Epoxy,56.27,SupplierF_Resin,Iron Oxide Red,21.35,SupplierI_Pigment,Mineral Spirits,17.77,SupplierN_Solvent,45.69,1241.2,43.17,0,,None,1.6,SupplierT_Add,3.01,SupplierV_Add,82.23,0.2596,0.32,Epoxy_Iron Oxide Red,Epoxy_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Acrylic,49.34,SupplierA_Resin,Titanium Dioxide,28.97,SupplierG_Pigment,Mineral Spirits,19.3,SupplierO_Solvent,25.85,1538.3,70.03,1,0.0,None,2.39,SupplierU_Add,0.0,None,80.7,0.359,0.39,Acrylic_Titanium Dioxide,Acrylic_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Alkyd,49.88,SupplierD_Resin,Organic Blue,27.03,SupplierK_Pigment,Mineral Spirits,20.22,SupplierN_Solvent,25.78,319.97,34.9,0,0.0,None,0.0,None,2.87,SupplierW_Add,79.78,0.3388,0.41,Alkyd_Organic Blue,Alkyd_Mineral Spirits,Organic Blue_Mineral Spirits
Acrylic,,SupplierB_Resin,Titanium Dioxide,30.22,SupplierG_Pigment,Xylene,18.37,SupplierQ_Solvent,18.3,1267.16,84.28,0,1.98,SupplierS_Add,0.0,None,4.88,SupplierW_Add,81.63,0.3702,0.41,Acrylic_Titanium Dioxide,Acrylic_Xylene,Titanium Dioxide_Xylene
Acrylic,56.01,SupplierA_Resin,Iron Oxide Red,23.33,SupplierI_Pigment,Xylene,18.0,SupplierQ_Solvent,38.36,1185.52,57.02,0,2.66,SupplierS_Add,0.0,None,0.0,None,82.0,0.2845,,Acrylic_Iron Oxide Red,Acrylic_Xylene,Iron Oxide Red_Xylene
Alkyd,44.11,SupplierD_Resin,Iron Oxide Red,29.78,SupplierI_Pigment,Xylene,24.63,SupplierQ_Solvent,16.86,605.93,54.25,1,0.0,None,1.48,SupplierT_Add,0.0,None,75.37,0.3951,0.56,Alkyd_Iron Oxide Red,Alkyd_Xylene,Iron Oxide Red_Xylene
Acrylic,50.39,SupplierA_Resin,Titanium Dioxide,32.36,SupplierH_Pigment,Water,15.81,SupplierM_Solvent,54.09,1085.39,84.9,0,1.44,SupplierR_Add,,None,0.0,None,84.19,0.3844,0.31,Acrylic_Titanium Dioxide,Acrylic_Water,Titanium Dioxide_Water
Epoxy,45.9,SupplierF_Resin,Iron Oxide Red,30.23,SupplierJ_Pigment,Mineral Spirits,18.75,SupplierO_Solvent,36.95,2112.03,54.33,0,0.0,None,3.22,SupplierT_Add,1.9,SupplierV_Add,81.25,0.3721,0.41,Epoxy_Iron Oxide Red,Epoxy_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Alkyd,50.01,SupplierD_Resin,Organic Blue,26.15,SupplierL_Pigment,Water,21.08,SupplierM_Solvent,35.18,1010.58,38.34,0,0.0,None,1.28,SupplierU_Add,1.49,SupplierV_Add,78.93,0.3313,0.42,Alkyd_Organic Blue,Alkyd_Water,Organic Blue_Water
Acrylic,47.89,SupplierA_Resin,Iron Oxide Red,30.57,SupplierJ_Pigment,Xylene,18.62,SupplierQ_Solvent,35.57,1365.65,64.19,0,0.0,None,,SupplierU_Add,1.5,SupplierV_Add,81.39,0.3756,0.39,Acrylic_Iron Oxide Red,Acrylic_Xylene,Iron Oxide Red_Xylene
Acrylic,47.5,SupplierB_Resin,Organic Blue,25.08,SupplierK_Pigment,Mineral Spirits,21.4,SupplierN_Solvent,31.03,1383.91,20.43,0,0.0,None,4.68,SupplierU_Add,1.34,SupplierW_Add,78.6,0.3191,0.45,Acrylic_Organic Blue,Acrylic_Mineral Spirits,Organic Blue_Mineral Spirits
Acrylic,45.05,SupplierA_Resin,Iron Oxide Red,24.96,SupplierI_Pigment,Water,20.7,SupplierM_Solvent,40.99,1892.32,51.37,0,0.0,None,,SupplierU_Add,4.55,SupplierW_Add,79.29,0.3148,0.46,Acrylic_Iron Oxide Red,Acrylic_Water,Iron Oxide Red_Water
Alkyd,53.69,SupplierD_Resin,Titanium Dioxide,25.78,SupplierH_Pigment,Water,,SupplierM_Solvent,31.58,892.32,,0,0.0,None,1.44,SupplierU_Add,0.0,None,80.91,0.3186,0.36,Alkyd_Titanium Dioxide,Alkyd_Water,Titanium Dioxide_Water
Acrylic,54.95,SupplierA_Resin,Iron Oxide Red,24.09,SupplierI_Pigment,Water,15.98,SupplierM_Solvent,24.97,1067.64,45.26,1,1.68,SupplierR_Add,0.0,None,3.31,SupplierW_Add,84.03,0.2867,0.29,Acrylic_Iron Oxide Red,Acrylic_Water,Iron Oxide Red_Water
Acrylic,50.87,SupplierA_Resin,Iron Oxide Red,32.79,SupplierJ_Pigment,Mineral Spirits,12.35,SupplierN_Solvent,49.84,1456.21,58.71,0,0.0,None,0.97,SupplierT_Add,3.02,SupplierW_Add,87.65,0.3741,0.24,Acrylic_Iron Oxide Red,Acrylic_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Acrylic,,SupplierA_Resin,Organic Blue,25.12,SupplierK_Pigment,Xylene,13.65,SupplierP_Solvent,42.77,1760.99,41.63,0,3.71,SupplierS_Add,1.74,SupplierU_Add,0.0,None,86.35,0.2909,0.24,Acrylic_Organic Blue,Acrylic_Xylene,Organic Blue_Xylene
Acrylic,44.19,SupplierA_Resin,Organic Blue,34.17,SupplierK_Pigment,Xylene,16.29,SupplierQ_Solvent,35.36,1374.03,31.69,1,0.0,None,4.4,SupplierU_Add,0.95,SupplierV_Add,83.71,0.4082,0.37,Acrylic_Organic Blue,Acrylic_Xylene,Organic Blue_Xylene
Epoxy,52.54,SupplierE_Resin,Iron Oxide Red,26.93,SupplierJ_Pigment,Mineral Spirits,15.03,SupplierO_Solvent,39.66,829.05,55.07,1,0.89,SupplierR_Add,0.0,None,4.6,SupplierV_Add,84.96,0.317,0.29,Epoxy_Iron Oxide Red,Epoxy_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Epoxy,45.68,SupplierE_Resin,Organic Blue,33.97,SupplierL_Pigment,Xylene,18.99,SupplierP_Solvent,40.42,1972.55,52.75,0,0.0,None,1.36,SupplierT_Add,0.0,None,81.01,0.4193,0.42,Epoxy_Organic Blue,Epoxy_Xylene,Organic Blue_Xylene
Alkyd,53.52,SupplierC_Resin,Organic Blue,24.68,SupplierL_Pigment,Xylene,15.88,SupplierP_Solvent,27.09,1048.2,,0,0.0,None,2.9,SupplierU_Add,3.02,SupplierV_Add,84.12,0.2934,0.3,Alkyd_Organic Blue,Alkyd_Xylene,Organic Blue_Xylene
Acrylic,54.76,SupplierA_Resin,Iron Oxide Red,25.47,SupplierJ_Pigment,Water,15.51,SupplierM_Solvent,37.53,1447.89,36.75,1,0.0,None,0.98,SupplierU_Add,3.29,SupplierV_Add,84.5,,0.28,Acrylic_Iron Oxide Red,Acrylic_Water,Iron Oxide Red_Water
Alkyd,49.31,SupplierD_Resin,Titanium Dioxide,29.73,SupplierG_Pigment,Water,15.98,SupplierM_Solvent,11.0,944.95,84.74,0,4.34,SupplierS_Add,0.0,None,0.64,SupplierV_Add,84.02,0.3538,0.32,Alkyd_Titanium Dioxide,Alkyd_Water,Titanium Dioxide_Water
Epoxy,47.83,SupplierF_Resin,Iron Oxide Red,23.09,SupplierI_Pigment,Xylene,24.42,SupplierP_Solvent,32.98,1037.48,30.87,0,0.0,None,0.0,None,4.66,SupplierW_Add,75.58,0.3055,0.51,Epoxy_Iron Oxide Red,Epoxy_Xylene,Iron Oxide Red_Xylene
Acrylic,43.84,SupplierB_Resin,Organic Blue,30.95,SupplierK_Pigment,Water,18.29,SupplierM_Solvent,15.06,1280.5,40.22,0,,None,3.26,SupplierU_Add,3.66,SupplierW_Add,81.71,0.3788,0.42,Acrylic_Organic Blue,Acrylic_Water,Organic Blue_Water
Alkyd,47.3,SupplierC_Resin,Iron Oxide Red,29.14,SupplierJ_Pigment,Water,23.01,SupplierM_Solvent,15.48,296.18,55.45,0,0.55,SupplierR_Add,0.0,None,0.0,None,76.99,0.3785,0.49,Alkyd_Iron Oxide Red,Alkyd_Water,Iron Oxide Red_Water
Acrylic,46.98,SupplierB_Resin,Titanium Dioxide,34.86,SupplierG_Pigment,Water,15.64,SupplierM_Solvent,18.78,,83.27,0,2.52,SupplierS_Add,0.0,None,0.0,None,84.36,0.4132,0.33,Acrylic_Titanium Dioxide,Acrylic_Water,Titanium Dioxide_Water
Alkyd,48.09,SupplierC_Resin,Titanium Dioxide,36.02,SupplierG_Pigment,Water,13.36,SupplierM_Solvent,9.93,1271.92,100.0,0,2.53,SupplierS_Add,0.0,None,0.0,None,86.64,0.4157,0.28,Alkyd_Titanium Dioxide,Alkyd_Water,Titanium Dioxide_Water
Epoxy,49.33,SupplierE_Resin,Titanium Dioxide,32.05,SupplierH_Pigment,Xylene,13.9,SupplierP_Solvent,41.79,818.83,86.52,0,4.72,SupplierR_Add,0.0,None,0.0,None,,0.3722,,Epoxy_Titanium Dioxide,Epoxy_Xylene,Titanium Dioxide_Xylene
Epoxy,52.21,SupplierF_Resin,Organic Blue,25.96,SupplierK_Pigment,Xylene,19.82,SupplierP_Solvent,40.08,886.14,31.44,0,2.01,SupplierR_Add,0.0,None,0.0,None,80.18,0.3238,0.38,Epoxy_Organic Blue,Epoxy_Xylene,Organic Blue_Xylene
Alkyd,49.3,SupplierC_Resin,Titanium Dioxide,,SupplierH_Pigment,Water,22.0,SupplierM_Solvent,19.84,393.09,63.34,0,0.0,None,0.0,None,,SupplierV_Add,78.0,0.3332,0.45,Alkyd_Titanium Dioxide,Alkyd_Water,Titanium Dioxide_Water
Epoxy,50.65,SupplierE_Resin,Titanium Dioxide,26.98,SupplierH_Pigment,Mineral Spirits,18.7,SupplierN_Solvent,39.41,1359.36,70.52,0,,None,0.0,None,3.67,SupplierV_Add,81.3,0.3319,0.37,Epoxy_Titanium Dioxide,Epoxy_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Alkyd,58.3,SupplierC_Resin,Titanium Dioxide,25.39,SupplierG_Pigment,Xylene,14.0,SupplierQ_Solvent,22.49,1633.27,62.73,0,0.0,None,0.0,None,,SupplierV_Add,86.0,,0.24,Alkyd_Titanium Dioxide,Alkyd_Xylene,Titanium Dioxide_Xylene
Acrylic,43.51,SupplierB_Resin,Titanium Dioxide,37.18,SupplierH_Pigment,Mineral Spirits,12.41,SupplierO_Solvent,19.71,1639.61,98.65,0,,SupplierS_Add,3.01,SupplierU_Add,0.0,None,87.59,0.4245,0.29,Acrylic_Titanium Dioxide,Acrylic_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Alkyd,45.24,SupplierC_Resin,Organic Blue,34.36,SupplierK_Pigment,Mineral Spirits,18.38,SupplierO_Solvent,23.15,1034.13,42.27,0,1.42,SupplierS_Add,0.61,SupplierT_Add,0.0,None,81.63,0.4209,0.41,Alkyd_Organic Blue,Alkyd_Mineral Spirits,Organic Blue_Mineral Spirits
Acrylic,43.1,SupplierB_Resin,Titanium Dioxide,29.78,SupplierG_Pigment,Water,21.33,SupplierM_Solvent,22.95,863.01,92.85,1,3.36,SupplierR_Add,0.0,None,2.43,SupplierV_Add,78.67,0.3785,0.49,Acrylic_Titanium Dioxide,Acrylic_Water,Titanium Dioxide_Water
Epoxy,52.86,SupplierE_Resin,Titanium Dioxide,21.8,SupplierG_Pigment,Xylene,21.94,SupplierQ_Solvent,42.34,1665.65,49.19,1,0.0,None,0.69,SupplierT_Add,2.71,SupplierW_Add,78.06,0.2793,0.42,Epoxy_Titanium Dioxide,Epoxy_Xylene,Titanium Dioxide_Xylene
Epoxy,51.42,SupplierE_Resin,Iron Oxide Red,30.74,SupplierJ_Pigment,Mineral Spirits,14.91,SupplierN_Solvent,48.13,937.19,60.99,0,0.0,None,0.0,None,2.93,SupplierV_Add,85.09,0.3613,0.29,Epoxy_Iron Oxide Red,Epoxy_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Epoxy,41.11,SupplierE_Resin,Iron Oxide Red,30.34,SupplierJ_Pigment,Xylene,21.26,SupplierP_Solvent,38.61,1811.81,75.57,0,4.14,SupplierR_Add,3.15,SupplierT_Add,0.0,None,78.74,0.3853,0.52,Epoxy_Iron Oxide Red,Epoxy_Xylene,Iron Oxide Red_Xylene
Acrylic,,SupplierB_Resin,Titanium Dioxide,28.28,SupplierG_Pigment,Mineral Spirits,15.34,SupplierO_Solvent,24.39,1692.77,,0,4.92,SupplierS_Add,0.0,None,0.0,None,84.66,0.334,0.3,Acrylic_Titanium Dioxide,Acrylic_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Epoxy,51.04,SupplierE_Resin,Iron Oxide Red,28.52,SupplierI_Pigment,Xylene,13.81,SupplierP_Solvent,39.3,2310.21,57.49,0,0.0,None,4.41,SupplierT_Add,2.22,SupplierW_Add,86.19,,0.27,Epoxy_Iron Oxide Red,Epoxy_Xylene,Iron Oxide Red_Xylene
Acrylic,45.28,SupplierA_Resin,Iron Oxide Red,35.68,SupplierI_Pigment,Xylene,13.28,SupplierP_Solvent,23.85,1574.28,66.42,0,4.12,SupplierS_Add,1.64,SupplierU_Add,0.0,None,86.72,0.4114,0.29,Acrylic_Iron Oxide Red,Acrylic_Xylene,Iron Oxide Red_Xylene
Epoxy,48.27,SupplierF_Resin,Titanium Dioxide,33.36,SupplierG_Pigment,Water,13.26,SupplierM_Solvent,25.29,1807.06,79.51,1,3.18,SupplierS_Add,1.93,SupplierU_Add,0.0,None,86.74,0.3846,0.27,Epoxy_Titanium Dioxide,Epoxy_Water,Titanium Dioxide_Water
Alkyd,43.86,SupplierC_Resin,Iron Oxide Red,32.84,SupplierI_Pigment,Xylene,22.76,SupplierP_Solvent,7.37,863.19,46.34,0,0.0,None,0.54,SupplierT_Add,0.0,None,,0.4252,0.52,Alkyd_Iron Oxide Red,Alkyd_Xylene,Iron Oxide Red_Xylene
Acrylic,46.77,SupplierB_Resin,Titanium Dioxide,26.6,SupplierH_Pigment,Water,20.02,SupplierM_Solvent,30.49,1289.65,73.43,0,3.68,SupplierR_Add,2.93,SupplierU_Add,0.0,None,79.98,0.3326,0.43,Acrylic_Titanium Dioxide,Acrylic_Water,Titanium Dioxide_Water
Epoxy,48.81,SupplierE_Resin,Iron Oxide Red,24.36,SupplierI_Pigment,Xylene,21.93,SupplierQ_Solvent,,1995.55,33.4,1,0.0,None,3.99,SupplierU_Add,0.92,SupplierW_Add,78.08,0.312,0.45,Epoxy_Iron Oxide Red,Epoxy_Xylene,Iron Oxide Red_Xylene
Acrylic,,SupplierA_Resin,Titanium Dioxide,28.05,SupplierG_Pigment,Mineral Spirits,19.96,SupplierO_Solvent,25.21,1372.39,73.04,0,0.0,None,1.86,SupplierT_Add,0.0,None,80.04,0.3504,0.4,Acrylic_Titanium Dioxide,Acrylic_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Epoxy,53.21,SupplierE_Resin,Organic Blue,20.51,SupplierK_Pigment,Water,22.54,SupplierM_Solvent,45.42,,25.36,0,0.0,None,3.74,SupplierU_Add,0.0,None,77.46,0.2648,0.42,Epoxy_Organic Blue,Epoxy_Water,Organic Blue_Water
Acrylic,48.53,SupplierA_Resin,Organic Blue,27.02,SupplierK_Pigment,Water,17.4,SupplierM_Solvent,39.04,1291.56,54.8,0,3.68,SupplierS_Add,3.37,SupplierU_Add,0.0,None,82.6,0.3271,0.36,Acrylic_Organic Blue,Acrylic_Water,Organic Blue_Water
Acrylic,47.41,SupplierB_Resin,Titanium Dioxide,30.75,SupplierH_Pigment,Mineral Spirits,18.92,SupplierN_Solvent,32.78,696.44,72.72,0,,SupplierS_Add,0.0,None,0.0,None,81.08,,0.4,Acrylic_Titanium Dioxide,Acrylic_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Acrylic,46.4,SupplierB_Resin,Titanium Dioxide,25.51,SupplierH_Pigment,Mineral Spirits,25.22,SupplierN_Solvent,23.93,1049.17,71.84,1,0.0,None,2.87,SupplierT_Add,0.0,None,,0.3411,0.54,Acrylic_Titanium Dioxide,Acrylic_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Alkyd,51.36,SupplierC_Resin,Organic Blue,24.1,SupplierK_Pigment,Water,15.08,SupplierM_Solvent,27.92,1617.88,31.78,0,0.0,None,4.68,SupplierT_Add,4.78,SupplierV_Add,84.92,0.2838,0.29,Alkyd_Organic Blue,Alkyd_Water,Organic Blue_Water
Acrylic,52.71,SupplierB_Resin,Organic Blue,31.07,SupplierK_Pigment,Xylene,15.23,SupplierP_Solvent,34.61,1022.45,37.67,0,0.0,None,0.99,SupplierT_Add,0.0,None,84.77,0.3665,0.29,Acrylic_Organic Blue,Acrylic_Xylene,Organic Blue_Xylene
Alkyd,53.17,SupplierD_Resin,Organic Blue,27.81,SupplierL_Pigment,Xylene,15.91,SupplierP_Solvent,24.67,889.15,33.12,0,0.0,None,0.0,None,3.11,SupplierV_Add,84.09,0.3307,0.3,Alkyd_Organic Blue,Alkyd_Xylene,Organic Blue_Xylene
Alkyd,,SupplierD_Resin,Organic Blue,32.64,SupplierK_Pigment,Mineral Spirits,15.37,SupplierN_Solvent,23.35,544.18,50.11,0,0.59,SupplierR_Add,0.0,None,2.04,SupplierV_Add,84.63,0.3857,0.31,Alkyd_Organic Blue,Alkyd_Mineral Spirits,Organic Blue_Mineral Spirits
Epoxy,48.8,SupplierF_Resin,Titanium Dioxide,30.19,SupplierH_Pigment,Water,17.11,SupplierM_Solvent,38.77,1593.2,77.71,0,0.0,None,0.0,None,3.9,SupplierV_Add,82.89,0.3642,0.35,Epoxy_Titanium Dioxide,Epoxy_Water,Titanium Dioxide_Water
Epoxy,43.39,SupplierE_Resin,Iron Oxide Red,26.18,SupplierJ_Pigment,Mineral Spirits,23.74,SupplierO_Solvent,31.72,650.64,62.35,0,3.1,SupplierS_Add,0.0,None,3.59,SupplierV_Add,76.26,0.3433,0.55,Epoxy_Iron Oxide Red,Epoxy_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Epoxy,46.94,SupplierF_Resin,Organic Blue,30.6,SupplierL_Pigment,Xylene,21.2,SupplierQ_Solvent,44.57,799.9,29.4,0,1.26,SupplierR_Add,0.0,None,0.0,None,78.8,0.3883,0.45,Epoxy_Organic Blue,Epoxy_Xylene,Organic Blue_Xylene
Epoxy,50.9,SupplierE_Resin,Titanium Dioxide,23.89,SupplierG_Pigment,Water,22.06,SupplierM_Solvent,52.16,1281.03,65.27,0,2.63,SupplierS_Add,0.0,None,0.52,SupplierW_Add,77.94,0.3065,0.43,Epoxy_Titanium Dioxide,Epoxy_Water,Titanium Dioxide_Water
Acrylic,50.13,SupplierB_Resin,Iron Oxide Red,27.6,SupplierJ_Pigment,Xylene,18.53,SupplierP_Solvent,34.36,,33.0,0,0.0,None,3.74,SupplierU_Add,0.0,None,81.47,0.3388,0.37,Acrylic_Iron Oxide Red,Acrylic_Xylene,Iron Oxide Red_Xylene
Epoxy,45.61,SupplierE_Resin,Organic Blue,29.1,SupplierK_Pigment,Water,24.23,SupplierM_Solvent,38.54,502.06,38.96,0,0.0,None,0.0,None,1.06,SupplierW_Add,,0.3841,0.53,Epoxy_Organic Blue,Epoxy_Water,Organic Blue_Water
Epoxy,49.41,SupplierE_Resin,Iron Oxide Red,30.76,SupplierI_Pigment,Xylene,16.26,SupplierP_Solvent,42.4,1773.45,,0,0.0,None,2.02,SupplierT_Add,1.54,SupplierV_Add,83.73,0.3674,0.33,Epoxy_Iron Oxide Red,Epoxy_Xylene,Iron Oxide Red_Xylene
Acrylic,43.05,SupplierA_Resin,Titanium Dioxide,34.38,SupplierH_Pigment,Mineral Spirits,18.83,SupplierO_Solvent,25.58,,91.6,1,0.0,None,,SupplierU_Add,0.0,None,81.17,0.4236,0.44,Acrylic_Titanium Dioxide,Acrylic_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Acrylic,49.7,SupplierB_Resin,Organic Blue,35.5,SupplierK_Pigment,Water,11.92,SupplierM_Solvent,34.28,1424.29,,0,0.0,None,0.0,None,2.88,SupplierW_Add,88.08,0.403,0.24,Acrylic_Organic Blue,Acrylic_Water,Organic Blue_Water
Epoxy,50.26,SupplierE_Resin,Titanium Dioxide,23.66,SupplierG_Pigment,Mineral Spirits,,SupplierN_Solvent,32.4,2056.15,69.95,0,2.32,SupplierS_Add,3.47,SupplierT_Add,0.0,None,79.71,0.2968,0.4,Epoxy_Titanium Dioxide,Epoxy_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Epoxy,47.86,SupplierF_Resin,Iron Oxide Red,26.36,SupplierJ_Pigment,Xylene,21.97,SupplierQ_Solvent,37.65,917.21,47.56,0,0.0,None,,None,3.81,SupplierV_Add,78.03,0.3378,0.46,Epoxy_Iron Oxide Red,Epoxy_Xylene,Iron Oxide Red_Xylene
Alkyd,49.53,SupplierC_Resin,Iron Oxide Red,,SupplierJ_Pigment,Mineral Spirits,23.7,SupplierO_Solvent,12.99,108.62,39.05,0,1.21,SupplierR_Add,0.0,None,0.0,None,76.3,0.335,0.48,Alkyd_Iron Oxide Red,Alkyd_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Acrylic,57.13,SupplierA_Resin,Titanium Dioxide,21.62,SupplierH_Pigment,Water,16.02,SupplierM_Solvent,32.08,1332.54,56.23,1,4.7,SupplierR_Add,0.53,SupplierU_Add,0.0,None,83.98,0.2574,0.28,Acrylic_Titanium Dioxide,Acrylic_Water,Titanium Dioxide_Water
Acrylic,48.89,SupplierB_Resin,Organic Blue,32.06,SupplierL_Pigment,Water,15.66,SupplierM_Solvent,34.35,1134.35,38.13,0,0.0,None,0.0,None,3.39,SupplierW_Add,84.34,0.3801,0.32,Acrylic_Organic Blue,Acrylic_Water,Organic Blue_Water
Alkyd,47.18,SupplierC_Resin,Organic Blue,29.16,SupplierL_Pigment,Water,19.58,SupplierM_Solvent,28.96,1192.08,,0,0.0,None,4.08,SupplierU_Add,0.0,None,80.42,0.3626,0.42,Alkyd_Organic Blue,Alkyd_Water,Organic Blue_Water
Acrylic,49.8,SupplierA_Resin,Titanium Dioxide,28.86,SupplierG_Pigment,Water,18.28,SupplierM_Solvent,20.15,1173.59,68.37,1,0.0,None,,None,3.06,SupplierV_Add,81.72,0.3532,0.37,Acrylic_Titanium Dioxide,Acrylic_Water,Titanium Dioxide_Water
Epoxy,51.44,SupplierF_Resin,Organic Blue,27.04,SupplierK_Pigment,Water,12.6,SupplierM_Solvent,49.85,1916.57,44.81,0,4.56,SupplierR_Add,4.36,SupplierT_Add,0.0,None,87.4,0.3094,0.24,Epoxy_Organic Blue,Epoxy_Water,Organic Blue_Water
Epoxy,51.93,SupplierF_Resin,Titanium Dioxide,31.46,SupplierG_Pigment,Mineral Spirits,12.55,SupplierN_Solvent,21.31,2661.72,86.18,0,0.95,SupplierR_Add,3.11,SupplierT_Add,0.0,None,87.45,0.3597,0.24,Epoxy_Titanium Dioxide,Epoxy_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Acrylic,48.56,SupplierA_Resin,Organic Blue,31.23,SupplierK_Pigment,Xylene,16.46,SupplierQ_Solvent,34.92,590.42,36.16,0,0.0,None,0.0,None,3.75,SupplierW_Add,83.54,0.3738,,Acrylic_Organic Blue,Acrylic_Xylene,Organic Blue_Xylene
Acrylic,48.52,SupplierA_Resin,Organic Blue,30.53,SupplierL_Pigment,Xylene,11.44,SupplierQ_Solvent,37.05,2029.29,40.65,0,0.0,None,4.76,SupplierU_Add,4.75,SupplierV_Add,88.56,0.3447,0.24,Acrylic_Organic Blue,Acrylic_Xylene,Organic Blue_Xylene
Acrylic,50.6,SupplierB_Resin,Organic Blue,33.86,SupplierL_Pigment,Mineral Spirits,10.55,SupplierN_Solvent,34.63,950.29,34.9,0,0.0,None,0.0,None,4.99,SupplierW_Add,89.45,0.3785,0.21,Acrylic_Organic Blue,Acrylic_Mineral Spirits,Organic Blue_Mineral Spirits
Alkyd,45.9,SupplierC_Resin,Organic Blue,28.06,SupplierL_Pigment,Mineral Spirits,21.13,SupplierN_Solvent,31.8,277.91,41.51,1,1.49,SupplierR_Add,0.0,None,3.42,SupplierV_Add,78.87,0.3558,0.46,Alkyd_Organic Blue,Alkyd_Mineral Spirits,Organic Blue_Mineral Spirits
Epoxy,48.32,SupplierF_Resin,Titanium Dioxide,35.6,SupplierG_Pigment,Xylene,,SupplierP_Solvent,37.54,1383.97,87.17,0,0.0,None,0.0,None,3.85,SupplierV_Add,87.77,0.4056,,Epoxy_Titanium Dioxide,Epoxy_Xylene,Titanium Dioxide_Xylene
Alkyd,50.12,SupplierC_Resin,Organic Blue,23.74,SupplierK_Pigment,Mineral Spirits,24.13,SupplierN_Solvent,28.58,734.3,27.93,0,0.0,None,,SupplierU_Add,0.0,None,75.87,0.3129,0.48,Alkyd_Organic Blue,Alkyd_Mineral Spirits,Organic Blue_Mineral Spirits
Epoxy,46.88,SupplierF_Resin,Iron Oxide Red,,SupplierI_Pigment,Mineral Spirits,20.39,SupplierN_Solvent,,703.81,59.24,0,0.0,None,2.75,SupplierU_Add,0.0,None,79.61,0.3766,0.43,Epoxy_Iron Oxide Red,Epoxy_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Epoxy,49.52,SupplierE_Resin,Titanium Dioxide,27.97,SupplierG_Pigment,Mineral Spirits,16.07,SupplierO_Solvent,,1378.74,91.48,0,3.54,SupplierR_Add,0.0,None,2.9,SupplierW_Add,83.93,0.3333,0.32,Epoxy_Titanium Dioxide,Epoxy_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Acrylic,42.91,SupplierA_Resin,Iron Oxide Red,29.33,SupplierI_Pigment,Water,24.17,SupplierM_Solvent,35.83,1457.11,53.31,0,0.0,None,3.59,SupplierT_Add,0.0,None,75.83,0.3868,0.56,Acrylic_Iron Oxide Red,Acrylic_Water,Iron Oxide Red_Water
Acrylic,52.3,SupplierB_Resin,Organic Blue,29.3,SupplierL_Pigment,Xylene,12.29,SupplierQ_Solvent,33.64,1257.79,49.14,0,2.25,SupplierS_Add,0.0,None,3.86,SupplierW_Add,87.71,0.3341,0.23,Acrylic_Organic Blue,Acrylic_Xylene,Organic Blue_Xylene
Alkyd,52.74,SupplierC_Resin,Organic Blue,26.52,SupplierK_Pigment,Xylene,16.6,SupplierQ_Solvent,24.7,179.02,39.23,0,0.0,None,0.0,None,4.14,SupplierV_Add,83.4,0.318,0.31,Alkyd_Organic Blue,Alkyd_Xylene,Organic Blue_Xylene
Alkyd,46.99,SupplierC_Resin,Iron Oxide Red,24.95,SupplierJ_Pigment,Xylene,23.83,SupplierP_Solvent,20.08,,51.55,0,1.48,SupplierS_Add,0.0,None,2.75,SupplierW_Add,76.17,0.3276,0.51,Alkyd_Iron Oxide Red,Alkyd_Xylene,Iron Oxide Red_Xylene
Acrylic,49.9,SupplierA_Resin,Iron Oxide Red,26.62,SupplierJ_Pigment,Xylene,17.38,SupplierP_Solvent,31.6,1450.37,32.9,1,0.0,None,2.29,SupplierU_Add,3.8,SupplierW_Add,82.61,0.3222,0.35,Acrylic_Iron Oxide Red,Acrylic_Xylene,Iron Oxide Red_Xylene
